Summary,Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
17,15.161,0.59,27.0,149.0,10.0,1009.0
17,16.272,0.56,23.0,149.0,10.0,1010.0
17,17.8,0.46,28.0,148.0,10.0,1009.0
17,17.939,0.46,28.0,158.0,10.0,1009.0
17,18.856,0.41,26.0,155.0,10.0,1009.0
17,17.989,0.43,26.0,158.0,10.0,1009.0
17,17.961,0.51,25.0,129.0,10.0,1008.0
17,17.361,0.47,26.0,141.0,10.0,1009.0
17,16.25,0.52,23.0,148.0,10.0,1009.0
17,14.122,0.47,20.0,158.0,10.0,1009.0
17,12.95,0.55,15.0,157.0,10.0,1010.0
17,12.244,0.52,23.0,160.0,10.0,1011.0
17,11.689,0.57,20.0,159.0,16.0,1011.0
17,11.156,0.59,21.0,157.0,15.0,1011.0
19,9.217,0.9,6.0,189.0,15.0,1014.0
19,8.683,0.9,5.0,246.0,12.0,1015.0
17,9.189,0.77,12.0,328.0,15.0,1013.0
19,8.594,0.93,6.0,80.0,12.0,1015.0
19,7.506,0.93,2.0,149.0,10.0,1014.0
19,6.217,0.95,10.0,302.0,10.0,1014.0
12,5.856,0.93,0.0,53.0,0.0,1014.0
6,5.933,1.0,0.0,230.0,6.0,1015.0
6,10.406,1.0,1.0,18.0,5.0,1015.0
19,12.544,0.78,7.0,159.0,10.0,1014.0
19,13.861,0.77,4.0,245.0,11.0,1015.0
19,15.978,0.63,5.0,291.0,11.0,1015.0
19,17.267,0.57,5.0,312.0,11.0,1014.0
19,17.844,0.5,3.0,211.0,11.0,1014.0
19,16.428,0.54,4.0,296.0,11.0,1014.0
19,17.778,0.46,2.0,264.0,11.0,1013.0
19,17.844,0.45,4.0,41.0,11.0,1012.0
19,17.3,0.5,6.0,12.0,11.0,1012.0
19,15.183,0.65,13.0,70.0,11.0,1012.0
17,13.006,0.7,4.0,62.0,16.0,1013.0
17,12.694,0.74,8.0,307.0,10.0,1013.0
19,12.194,0.72,10.0,339.0,10.0,1013.0
19,12.083,0.71,17.0,348.0,16.0,1013.0
19,10.617,0.74,11.0,311.0,15.0,1014.0
17,11.6,0.57,17.0,150.0,16.0,1012.0
17,11.022,0.6,17.0,140.0,16.0,1012.0
17,11.889,0.6,16.0,150.0,15.0,1014.0
17,10.417,0.64,17.0,139.0,16.0,1011.0
17,10.3,0.67,13.0,138.0,16.0,1011.0
17,9.483,0.72,13.0,119.0,15.0,1012.0
17,9.772,0.68,13.0,117.0,10.0,1012.0
17,10.933,0.67,11.0,98.0,10.0,1012.0
17,11.656,0.66,7.0,90.0,15.0,1013.0
17,13.939,0.55,22.0,128.0,10.0,1013.0
17,15.028,0.54,17.0,129.0,10.0,1013.0
17,16.039,0.47,25.0,132.0,11.0,1013.0
17,15.228,0.51,20.0,147.0,11.0,1013.0
17,16.206,0.44,14.0,129.0,11.0,1014.0
19,17.3,0.43,18.0,124.0,11.0,1013.0
19,17.778,0.43,16.0,158.0,11.0,1013.0
19,17.8,0.38,17.0,148.0,11.0,1012.0
19,17.261,0.39,17.0,150.0,11.0,1013.0
17,17.2,0.38,15.0,158.0,11.0,1013.0
17,15.022,0.45,21.0,168.0,10.0,1013.0
17,13.928,0.47,13.0,166.0,10.0,1014.0
17,12.367,0.57,9.0,159.0,10.0,1014.0
17,12.294,0.59,7.0,152.0,16.0,1014.0
17,12.789,0.56,14.0,160.0,15.0,1014.0
19,9.533,0.76,7.0,310.0,16.0,1013.0
17,9.972,0.71,14.0,310.0,16.0,1013.0
19,4.911,0.91,1.0,140.0,3.0,1015.0
19,7.917,0.78,12.0,320.0,16.0,1013.0
19,7.383,0.82,15.0,319.0,16.0,1013.0
17,7.972,0.82,12.0,309.0,15.0,1013.0
18,8.817,0.84,14.0,320.0,11.0,1013.0
17,8.794,0.84,23.0,320.0,11.0,1014.0
18,7.889,0.89,27.0,330.0,11.0,1014.0
18,7.8,0.96,23.0,329.0,8.0,1014.0
18,7.822,0.95,14.0,328.0,6.0,1015.0
18,7.944,0.95,10.0,299.0,10.0,1016.0
18,8.078,0.94,16.0,291.0,11.0,1016.0
18,10.228,0.81,11.0,291.0,11.0,1016.0
18,11.361,0.74,4.0,292.0,11.0,1016.0
17,12.45,0.7,1.0,173.0,11.0,1015.0
19,12.917,0.67,4.0,129.0,11.0,1015.0
19,12.55,0.62,6.0,211.0,11.0,1015.0
19,12.383,0.69,10.0,176.0,11.0,1014.0
19,10.228,0.75,8.0,164.0,11.0,1015.0
19,9.228,0.78,10.0,152.0,10.0,1015.0
6,7.828,0.87,7.0,152.0,10.0,1016.0
6,6.678,0.91,6.0,155.0,16.0,1016.0
6,6.122,0.91,6.0,156.0,14.0,1016.0
19,5.328,0.95,6.0,157.0,8.0,1016.0
6,4.356,0.95,11.0,190.0,3.0,1016.0
17,9.272,0.89,4.0,194.0,15.0,1008.0
19,4.261,0.92,6.0,171.0,5.0,1015.0
19,3.217,0.92,6.0,178.0,5.0,1015.0
19,3.906,0.92,6.0,183.0,6.0,1015.0
12,2.711,0.96,8.0,167.0,1.0,1014.0
12,3.817,1.0,5.0,169.0,3.0,1014.0
6,6.883,0.93,9.0,135.0,6.0,1014.0
17,8.939,0.88,16.0,132.0,11.0,1014.0
17,11.206,0.79,21.0,141.0,10.0,1013.0
17,12.85,0.7,20.0,151.0,11.0,1013.0
17,13.961,0.63,24.0,160.0,11.0,1012.0
17,14.978,0.51,24.0,170.0,11.0,1011.0
18,14.028,0.57,23.0,150.0,11.0,1010.0
17,15.022,0.51,27.0,160.0,11.0,1009.0
17,15.044,0.54,21.0,160.0,10.0,1008.0
18,15.089,0.5,17.0,151.0,10.0,1007.0
18,14.95,0.51,14.0,159.0,11.0,1006.0
18,13.817,0.59,11.0,140.0,11.0,1006.0
18,12.917,0.64,12.0,130.0,10.0,1005.0
18,13.839,0.59,14.0,149.0,11.0,1005.0
18,12.756,0.69,6.0,235.0,16.0,1005.0
18,12.65,0.74,18.0,229.0,15.0,1006.0
18,11.689,0.8,11.0,211.0,16.0,1005.0
18,10.628,0.88,7.0,210.0,16.0,1006.0
18,5.667,0.91,9.0,303.0,10.0,1013.0
18,10.05,0.92,7.0,212.0,15.0,1006.0
18,9.978,0.93,3.0,168.0,12.0,1006.0
18,9.778,0.95,5.0,180.0,7.0,1007.0
18,8.661,0.99,5.0,226.0,11.0,1007.0
18,7.55,0.95,20.0,328.0,4.0,1008.0
18,7.233,0.93,14.0,322.0,4.0,1008.0
18,6.044,0.92,24.0,319.0,4.0,1009.0
18,6.094,0.85,22.0,329.0,11.0,1009.0
18,6.117,0.82,22.0,331.0,7.0,1010.0
18,6.067,0.86,18.0,342.0,8.0,1011.0
18,6.039,0.93,17.0,324.0,11.0,1011.0
18,6.889,0.93,22.0,7.0,10.0,1011.0
18,7.061,0.86,16.0,10.0,8.0,1011.0
18,6.039,0.93,20.0,1.0,11.0,1012.0
18,6.072,0.93,21.0,0.0,10.0,1012.0
18,5.044,0.93,21.0,11.0,8.0,1012.0
18,5.022,0.92,14.0,10.0,8.0,1012.0
18,5.033,0.93,15.0,6.0,7.0,1013.0
18,5.0,0.93,11.0,358.0,11.0,1014.0
18,4.978,0.93,14.0,339.0,8.0,1014.0
18,4.933,0.87,16.0,348.0,9.0,1014.0
18,4.467,0.92,14.0,301.0,10.0,1014.0
18,4.444,0.92,14.0,310.0,10.0,1014.0
6,4.011,0.83,12.0,265.0,14.0,1017.0
18,4.906,0.86,14.0,320.0,10.0,1014.0
18,4.883,0.83,11.0,338.0,10.0,1014.0
18,4.389,0.89,13.0,322.0,9.0,1014.0
18,4.839,0.86,17.0,320.0,11.0,1014.0
18,4.811,0.83,15.0,330.0,10.0,1014.0
17,4.944,0.84,18.0,337.0,10.0,1015.0
17,7.2,0.65,17.0,0.0,10.0,1015.0
19,7.778,0.67,16.0,352.0,11.0,1015.0
17,8.728,0.64,13.0,359.0,11.0,1016.0
17,8.983,0.57,20.0,339.0,11.0,1016.0
19,10.0,0.5,23.0,340.0,11.0,1016.0
17,10.094,0.55,19.0,339.0,11.0,1015.0
19,11.061,0.46,14.0,337.0,11.0,1015.0
19,10.139,0.42,13.0,337.0,11.0,1015.0
19,11.011,0.42,9.0,312.0,11.0,1015.0
19,10.117,0.49,8.0,335.0,11.0,1015.0
19,7.917,0.57,4.0,345.0,11.0,1016.0
19,7.333,0.63,3.0,350.0,11.0,1016.0
19,5.05,0.75,3.0,275.0,11.0,1017.0
6,3.933,0.76,6.0,268.0,16.0,1017.0
19,4.094,0.77,6.0,267.0,15.0,1017.0
19,3.8,0.82,6.0,270.0,16.0,1017.0
6,2.689,0.85,10.0,269.0,6.0,1017.0
6,5.067,0.81,6.0,181.0,15.0,1018.0
6,2.6,0.85,6.0,289.0,16.0,1017.0
19,1.583,0.92,6.0,351.0,15.0,1018.0
19,2.156,0.9,3.0,271.0,14.0,1018.0
6,0.956,0.92,2.0,165.0,6.0,1018.0
6,0.956,0.92,5.0,341.0,5.0,1018.0
6,5.594,0.82,0.0,236.0,6.0,1018.0
6,9.822,0.66,14.0,110.0,10.0,1018.0
6,11.072,0.54,2.0,30.0,10.0,1019.0
19,11.056,0.48,7.0,210.0,11.0,1019.0
19,12.244,0.43,7.0,246.0,11.0,1018.0
19,12.85,0.41,9.0,216.0,11.0,1018.0
19,12.889,0.38,10.0,199.0,10.0,1018.0
19,12.917,0.4,9.0,218.0,10.0,1018.0
19,13.889,0.46,10.0,224.0,10.0,1017.0
19,13.022,0.48,12.0,211.0,10.0,1017.0
6,12.383,0.49,12.0,187.0,10.0,1017.0
6,10.206,0.57,10.0,187.0,10.0,1017.0
6,9.144,0.62,8.0,163.0,10.0,1018.0
6,7.828,0.68,10.0,160.0,10.0,1018.0
6,7.733,0.65,7.0,161.0,16.0,1018.0
6,7.144,0.69,6.0,165.0,15.0,1018.0
6,6.017,0.74,6.0,163.0,16.0,1018.0
6,5.461,0.76,7.0,180.0,16.0,1018.0
19,8.244,0.72,13.0,161.0,15.0,1015.0
6,3.839,0.82,7.0,169.0,16.0,1018.0
6,2.244,0.91,3.0,142.0,15.0,1018.0
6,2.022,0.93,6.0,141.0,11.0,1018.0
6,2.172,0.92,11.0,121.0,5.0,1018.0
6,3.661,0.89,11.0,130.0,7.0,1019.0
6,6.111,0.79,12.0,141.0,10.0,1019.0
19,10.006,0.66,11.0,142.0,10.0,1018.0
6,12.244,0.52,18.0,160.0,10.0,1018.0
6,12.939,0.5,20.0,150.0,10.0,1018.0
19,13.983,0.5,21.0,151.0,10.0,1018.0
19,15.094,0.44,16.0,150.0,10.0,1017.0
19,16.25,0.43,15.0,149.0,15.0,1017.0
17,17.267,0.41,16.0,159.0,10.0,1016.0
17,17.289,0.38,16.0,159.0,10.0,1015.0
18,17.389,0.37,14.0,167.0,10.0,1015.0
17,17.289,0.38,14.0,159.0,10.0,1014.0
19,15.089,0.44,10.0,158.0,10.0,1014.0
19,11.711,0.58,10.0,129.0,10.0,1014.0
19,11.161,0.61,11.0,130.0,10.0,1015.0
19,10.028,0.68,11.0,138.0,16.0,1015.0
19,10.139,0.65,14.0,140.0,15.0,1015.0
19,21.017,0.87,3.0,310.0,16.0,1012.0
6,19.444,0.9,6.0,291.0,16.0,1012.0
17,20.722,0.81,9.0,354.0,15.0,1009.0
19,18.794,0.93,6.0,272.0,15.0,1012.0
19,17.733,0.93,3.0,303.0,15.0,1012.0
19,17.606,0.95,3.0,338.0,14.0,1012.0
19,18.733,0.93,8.0,50.0,10.0,1012.0
19,22.556,0.8,2.0,20.0,10.0,1012.0
19,24.761,0.7,3.0,41.0,10.0,1012.0
19,27.172,0.56,2.0,139.0,10.0,1012.0
17,28.911,0.55,3.0,75.0,10.0,1011.0
17,30.956,0.42,3.0,186.0,11.0,1011.0
17,32.172,0.38,8.0,161.0,10.0,1010.0
17,32.128,0.32,7.0,249.0,10.0,1010.0
17,31.983,0.35,7.0,168.0,10.0,1010.0
17,32.539,0.38,13.0,199.0,11.0,1009.0
19,31.978,0.4,12.0,190.0,11.0,1008.0
17,32.011,0.41,9.0,210.0,10.0,1008.0
17,30.944,0.39,13.0,189.0,10.0,1007.0
17,28.572,0.5,8.0,205.0,10.0,1007.0
17,27.094,0.59,6.0,55.0,10.0,1007.0
17,24.694,0.65,4.0,64.0,10.0,1007.0
19,24.139,0.7,13.0,17.0,16.0,1007.0
17,23.122,0.77,12.0,5.0,15.0,1008.0
19,15.561,0.92,3.0,263.0,15.0,1012.0
19,15.494,0.87,3.0,280.0,16.0,1011.0
17,16.539,0.91,4.0,321.0,14.0,1009.0
19,13.8,0.9,3.0,291.0,16.0,1011.0
19,13.317,0.9,3.0,274.0,16.0,1011.0
19,12.606,0.92,4.0,308.0,14.0,1011.0
6,12.328,0.93,3.0,295.0,11.0,1012.0
19,14.967,0.87,5.0,322.0,10.0,1011.0
17,16.261,0.87,9.0,348.0,10.0,1011.0
12,16.25,0.92,9.0,341.0,1.0,1011.0
19,18.889,0.89,11.0,340.0,5.0,1011.0
19,21.35,0.76,14.0,341.0,11.0,1011.0
17,21.206,0.76,14.0,340.0,12.0,1010.0
19,22.339,0.72,11.0,348.0,11.0,1010.0
17,23.033,0.66,10.0,333.0,15.0,1010.0
17,23.911,0.62,9.0,352.0,11.0,1009.0
17,24.978,0.51,8.0,348.0,11.0,1008.0
17,23.8,0.58,9.0,341.0,11.0,1008.0
17,23.594,0.53,8.0,358.0,11.0,1008.0
17,22.506,0.68,11.0,340.0,11.0,1008.0
17,20.017,0.78,12.0,329.0,11.0,1008.0
17,19.911,0.74,16.0,20.0,11.0,1008.0
18,19.356,0.76,13.0,29.0,15.0,1008.0
18,17.883,0.85,13.0,7.0,15.0,1008.0
18,17.25,0.89,11.0,338.0,16.0,1008.0
18,16.628,0.92,6.0,328.0,16.0,1008.0
17,15.844,0.84,4.0,315.0,15.0,1009.0
18,17.0,0.92,3.0,55.0,15.0,1008.0
18,17.067,0.86,7.0,289.0,16.0,1008.0
18,16.506,0.79,7.0,307.0,15.0,1008.0
17,14.983,0.83,9.0,299.0,11.0,1008.0
19,16.022,0.81,12.0,299.0,11.0,1008.0
17,16.161,0.81,16.0,306.0,10.0,1008.0
17,18.844,0.68,22.0,309.0,10.0,1008.0
17,21.117,0.68,20.0,300.0,10.0,1008.0
19,22.506,0.62,15.0,309.0,10.0,1008.0
19,23.794,0.54,17.0,290.0,11.0,1008.0
19,23.889,0.51,16.0,309.0,11.0,1008.0
19,25.833,0.44,16.0,308.0,11.0,1008.0
19,25.928,0.43,22.0,290.0,11.0,1008.0
19,25.0,0.42,20.0,290.0,10.0,1008.0
19,24.944,0.43,19.0,288.0,10.0,1008.0
19,24.928,0.45,17.0,299.0,10.0,1008.0
19,22.8,0.51,12.0,290.0,11.0,1008.0
19,19.339,0.7,7.0,280.0,11.0,1009.0
19,17.806,0.78,5.0,260.0,10.0,1009.0
17,17.783,0.75,3.0,256.0,16.0,1009.0
17,16.489,0.79,6.0,279.0,15.0,1009.0
17,15.694,0.83,7.0,281.0,16.0,1010.0
17,15.628,0.81,3.0,299.0,16.0,1010.0
17,16.211,0.93,4.0,279.0,15.0,1007.0
17,15.578,0.84,6.0,281.0,16.0,1010.0
17,15.578,0.81,3.0,306.0,16.0,1009.0
17,15.606,0.81,4.0,327.0,15.0,1009.0
17,15.05,0.83,8.0,348.0,10.0,1009.0
17,17.067,0.73,9.0,339.0,10.0,1009.0
17,17.483,0.72,7.0,10.0,10.0,1009.0
18,17.667,0.71,9.0,48.0,10.0,1009.0
18,18.8,0.69,9.0,59.0,10.0,1009.0
6,19.683,0.67,9.0,60.0,11.0,1009.0
6,18.822,0.78,11.0,70.0,11.0,1008.0
17,20.0,0.77,5.0,69.0,11.0,1008.0
17,21.15,0.72,8.0,108.0,11.0,1007.0
17,23.656,0.67,11.0,89.0,11.0,1007.0
17,23.617,0.6,15.0,147.0,11.0,1006.0
17,23.817,0.62,11.0,152.0,11.0,1006.0
19,22.039,0.7,25.0,200.0,11.0,1006.0
17,19.95,0.7,16.0,190.0,11.0,1006.0
19,18.922,0.8,8.0,189.0,11.0,1007.0
17,17.267,0.88,8.0,149.0,10.0,1007.0
19,16.178,0.9,6.0,159.0,15.0,1007.0
17,15.833,0.93,6.0,149.0,14.0,1007.0
17,16.733,0.93,6.0,112.0,4.0,1007.0
17,16.711,0.97,13.0,121.0,16.0,1007.0
18,16.267,0.97,5.0,192.0,7.0,1010.0
17,16.139,0.97,11.0,270.0,15.0,1007.0
19,16.089,0.97,3.0,35.0,15.0,1007.0
17,15.556,0.96,3.0,287.0,8.0,1008.0
19,14.517,1.0,3.0,83.0,5.0,1008.0
17,17.089,0.99,11.0,171.0,7.0,1008.0
17,17.667,0.96,10.0,143.0,10.0,1008.0
17,19.794,0.85,11.0,162.0,11.0,1008.0
17,22.017,0.74,11.0,229.0,11.0,1009.0
19,21.139,0.73,9.0,237.0,11.0,1009.0
19,21.044,0.73,15.0,259.0,11.0,1010.0
19,18.939,0.89,14.0,237.0,7.0,1011.0
18,18.917,0.9,3.0,274.0,7.0,1011.0
17,20.05,0.78,5.0,213.0,11.0,1010.0
19,21.067,0.73,9.0,132.0,11.0,1010.0
17,20.05,0.78,0.0,167.0,11.0,1010.0
18,20.0,0.83,0.0,255.0,11.0,1010.0
18,18.867,0.9,0.0,17.0,11.0,1010.0
18,17.956,0.96,4.0,89.0,11.0,1010.0
18,17.711,0.97,12.0,129.0,11.0,1010.0
18,17.733,0.93,11.0,130.0,12.0,1010.0
18,16.794,0.97,5.0,143.0,8.0,1010.0
18,16.667,0.97,6.0,159.0,8.0,1010.0
18,16.161,0.97,6.0,169.0,6.0,1010.0
18,17.011,0.91,5.0,178.0,14.0,1013.0
18,16.117,0.97,3.0,283.0,6.0,1010.0
18,16.117,0.97,3.0,306.0,6.0,1010.0
18,15.556,0.96,6.0,224.0,7.0,1011.0
6,14.006,1.0,3.0,199.0,6.0,1011.0
19,16.117,0.93,9.0,210.0,6.0,1011.0
17,16.05,0.93,9.0,220.0,4.0,1012.0
17,16.211,0.99,8.0,230.0,5.0,1013.0
18,17.806,0.89,8.0,200.0,11.0,1013.0
17,18.883,0.84,5.0,217.0,11.0,1014.0
17,20.189,0.77,8.0,202.0,11.0,1013.0
17,22.267,0.67,11.0,208.0,11.0,1013.0
19,22.356,0.7,13.0,198.0,11.0,1013.0
19,23.867,0.54,11.0,209.0,11.0,1013.0
19,23.889,0.58,10.0,201.0,11.0,1013.0
19,22.956,0.56,12.0,165.0,11.0,1013.0
19,22.478,0.58,11.0,159.0,11.0,1016.0
19,20.856,0.7,5.0,148.0,11.0,1012.0
17,19.161,0.82,1.0,121.0,10.0,1012.0
19,17.733,0.84,9.0,111.0,10.0,1012.0
17,18.239,0.81,6.0,111.0,16.0,1013.0
17,17.817,0.88,2.0,289.0,15.0,1013.0
17,17.711,0.84,13.0,309.0,16.0,1013.0
18,17.2,0.9,3.0,104.0,16.0,1014.0
19,15.306,0.9,3.0,126.0,14.0,1016.0
17,16.55,0.93,3.0,142.0,16.0,1013.0
17,16.094,0.96,6.0,338.0,15.0,1013.0
17,15.55,0.93,2.0,316.0,14.0,1014.0
17,14.933,0.93,5.0,191.0,10.0,1014.0
19,17.089,0.93,8.0,201.0,10.0,1014.0
19,18.656,0.85,7.0,223.0,10.0,1014.0
19,19.811,0.79,11.0,270.0,11.0,1015.0
19,21.061,0.73,8.0,264.0,11.0,1016.0
19,22.206,0.63,11.0,254.0,11.0,1015.0
19,22.75,0.57,13.0,279.0,11.0,1015.0
19,23.794,0.54,14.0,279.0,11.0,1015.0
19,23.483,0.51,11.0,255.0,15.0,1015.0
19,23.961,0.53,11.0,239.0,11.0,1015.0
19,24.95,0.5,11.0,229.0,11.0,1015.0
19,23.956,0.53,12.0,220.0,11.0,1015.0
19,23.956,0.5,12.0,229.0,11.0,1015.0
19,23.861,0.54,3.0,246.0,11.0,1015.0
19,19.267,0.75,1.0,291.0,10.0,1015.0
19,17.289,0.87,3.0,63.0,10.0,1016.0
6,16.622,0.93,3.0,148.0,16.0,1016.0
6,16.672,0.87,3.0,107.0,15.0,1016.0
19,15.072,0.93,2.0,98.0,16.0,1016.0
19,14.517,0.93,3.0,111.0,15.0,1016.0
19,17.844,0.8,12.0,136.0,15.0,1013.0
19,14.444,0.93,3.0,138.0,15.0,1016.0
19,13.889,0.96,3.0,128.0,15.0,1016.0
17,14.433,0.9,6.0,121.0,14.0,1016.0
17,14.928,0.87,5.0,129.0,11.0,1016.0
19,17.044,0.82,9.0,149.0,11.0,1015.0
19,18.789,0.78,9.0,153.0,11.0,1016.0
19,21.161,0.73,12.0,140.0,11.0,1015.0
19,23.867,0.62,13.0,120.0,11.0,1015.0
19,24.967,0.56,15.0,146.0,10.0,1015.0
19,26.133,0.47,14.0,130.0,10.0,1015.0
19,27.222,0.44,16.0,149.0,10.0,1014.0
19,27.739,0.39,15.0,140.0,10.0,1014.0
19,27.778,0.4,16.0,150.0,10.0,1014.0
19,27.8,0.39,16.0,169.0,10.0,1013.0
19,27.872,0.37,14.0,149.0,10.0,1013.0
17,26.156,0.43,11.0,138.0,10.0,1013.0
17,23.978,0.54,8.0,121.0,10.0,1012.0
17,22.572,0.58,11.0,118.0,10.0,1013.0
17,21.139,0.6,11.0,110.0,10.0,1013.0
19,20.439,0.67,11.0,110.0,16.0,1012.0
19,20.428,0.7,10.0,112.0,15.0,1013.0
19,19.356,0.74,11.0,139.0,16.0,1013.0
19,18.75,0.76,11.0,139.0,16.0,1013.0
6,19.878,0.85,10.0,139.0,15.0,1013.0
19,17.222,0.84,14.0,138.0,16.0,1012.0
19,16.644,0.87,14.0,138.0,16.0,1012.0
19,16.55,0.88,10.0,146.0,15.0,1012.0
6,16.094,0.87,9.0,149.0,8.0,1012.0
19,17.667,0.84,11.0,131.0,10.0,1013.0
19,20.783,0.7,15.0,148.0,10.0,1013.0
19,22.733,0.67,15.0,159.0,10.0,1012.0
19,26.017,0.55,17.0,179.0,10.0,1012.0
6,26.128,0.58,13.0,189.0,15.0,1013.0
6,28.839,0.51,10.0,177.0,10.0,1016.0
19,29.006,0.51,11.0,197.0,10.0,1012.0
6,31.033,0.45,8.0,201.0,10.0,1012.0
6,31.133,0.36,11.0,160.0,16.0,1012.0
6,31.133,0.41,11.0,186.0,10.0,1012.0
19,31.211,0.41,11.0,165.0,10.0,1012.0
6,30.022,0.48,11.0,162.0,10.0,1011.0
6,27.872,0.58,9.0,170.0,10.0,1012.0
19,25.406,0.66,8.0,168.0,10.0,1012.0
19,22.756,0.79,5.0,178.0,10.0,1012.0
19,22.689,0.79,7.0,150.0,16.0,1012.0
6,21.2,0.84,7.0,132.0,15.0,1013.0
6,21.55,0.81,6.0,152.0,16.0,1013.0
6,21.439,0.82,11.0,150.0,16.0,1012.0
19,19.506,0.92,3.0,211.0,15.0,1015.0
19,19.861,0.88,13.0,140.0,16.0,1012.0
19,19.333,0.87,11.0,150.0,16.0,1012.0
19,18.75,0.91,10.0,147.0,15.0,1012.0
6,18.844,0.9,8.0,159.0,7.0,1012.0
17,19.911,0.87,11.0,150.0,10.0,1013.0
19,22.106,0.81,14.0,168.0,10.0,1013.0
6,24.95,0.69,16.0,180.0,10.0,1016.0
17,25.0,0.74,11.0,179.0,10.0,1013.0
17,27.3,0.67,14.0,180.0,10.0,1014.0
17,27.967,0.62,16.0,170.0,10.0,1013.0
17,30.117,0.5,17.0,162.0,10.0,1013.0
17,31.044,0.45,24.0,181.0,10.0,1012.0
17,31.206,0.47,18.0,183.0,11.0,1012.0
17,32.172,0.42,16.0,211.0,10.0,1013.0
17,32.544,0.4,12.0,220.0,10.0,1013.0
17,31.039,0.44,10.0,238.0,10.0,1012.0
17,28.956,0.54,8.0,222.0,10.0,1013.0
19,26.478,0.64,8.0,232.0,10.0,1013.0
19,22.917,0.73,8.0,211.0,10.0,1014.0
19,23.383,0.73,7.0,211.0,16.0,1015.0
19,22.45,0.83,4.0,249.0,15.0,1015.0
19,22.6,0.77,6.0,266.0,16.0,1016.0
19,19.983,0.9,4.0,196.0,16.0,1016.0
6,20.956,0.87,3.0,121.0,16.0,1017.0
6,18.872,0.9,4.0,237.0,16.0,1016.0
6,18.339,0.93,6.0,176.0,16.0,1017.0
6,18.85,0.93,6.0,186.0,12.0,1017.0
6,17.278,0.99,5.0,174.0,11.0,1017.0
6,19.917,0.87,5.0,210.0,10.0,1017.0
6,23.6,0.74,8.0,243.0,10.0,1018.0
6,25.994,0.61,11.0,238.0,10.0,1018.0
6,27.733,0.55,13.0,237.0,10.0,1018.0
6,28.794,0.5,16.0,230.0,10.0,1018.0
6,29.883,0.47,20.0,259.0,10.0,1019.0
19,30.972,0.45,17.0,248.0,10.0,1018.0
19,31.917,0.41,11.0,255.0,10.0,1018.0
19,32.128,0.42,15.0,220.0,10.0,1017.0
19,32.128,0.39,17.0,220.0,10.0,1017.0
19,31.083,0.44,17.0,238.0,10.0,1017.0
19,31.017,0.44,12.0,221.0,10.0,1017.0
19,27.267,0.64,11.0,162.0,10.0,1016.0
19,25.456,0.68,1.0,328.0,10.0,1016.0
19,22.8,0.84,5.0,182.0,10.0,1018.0
19,23.217,0.79,6.0,169.0,16.0,1018.0
6,22.239,0.85,3.0,133.0,15.0,1018.0
17,20.417,0.84,24.0,339.0,16.0,1008.0
17,19.883,0.85,10.0,329.0,16.0,1008.0
19,16.811,0.92,7.0,354.0,15.0,1009.0
17,19.378,0.9,10.0,29.0,16.0,1008.0
18,18.867,0.93,5.0,280.0,15.0,1008.0
17,18.883,0.93,6.0,292.0,14.0,1008.0
19,17.872,0.97,5.0,280.0,11.0,1008.0
17,18.939,0.99,5.0,254.0,11.0,1009.0
18,20.089,0.92,10.0,273.0,11.0,1009.0
18,21.089,0.87,12.0,318.0,11.0,1009.0
17,22.178,0.81,13.0,319.0,11.0,1009.0
17,23.533,0.71,16.0,318.0,11.0,1009.0
17,23.844,0.69,14.0,301.0,11.0,1009.0
19,24.956,0.62,13.0,318.0,11.0,1009.0
19,25.922,0.58,11.0,295.0,11.0,1009.0
17,24.961,0.62,16.0,290.0,11.0,1009.0
17,24.794,0.58,17.0,319.0,11.0,1009.0
17,23.756,0.62,20.0,319.0,11.0,1009.0
17,22.128,0.68,22.0,319.0,11.0,1009.0
17,21.061,0.68,14.0,329.0,11.0,1009.0
17,21.067,0.68,10.0,329.0,10.0,1009.0
17,18.867,0.84,3.0,290.0,10.0,1009.0
17,18.267,0.84,6.0,309.0,16.0,1010.0
17,17.878,0.86,6.0,292.0,15.0,1010.0
19,21.089,0.9,3.0,110.0,16.0,1017.0
6,21.55,0.87,6.0,120.0,16.0,1017.0
6,18.783,0.85,9.0,312.0,15.0,1017.0
6,19.978,0.93,3.0,129.0,16.0,1017.0
6,20.994,0.88,6.0,140.0,16.0,1016.0
6,19.989,0.88,5.0,146.0,15.0,1017.0
6,18.867,0.97,0.0,0.0,16.0,1016.0
6,22.089,0.82,3.0,290.0,10.0,1017.0
6,23.772,0.75,1.0,150.0,10.0,1017.0
6,27.178,0.6,1.0,240.0,10.0,1017.0
6,28.794,0.55,5.0,222.0,10.0,1017.0
6,30.861,0.55,9.0,284.0,10.0,1017.0
6,32.039,0.46,8.0,294.0,10.0,1017.0
19,32.589,0.5,11.0,252.0,10.0,1017.0
19,32.639,0.44,14.0,261.0,10.0,1016.0
17,32.15,0.43,13.0,269.0,10.0,1016.0
17,31.083,0.45,14.0,278.0,10.0,1016.0
19,32.078,0.42,9.0,267.0,10.0,1016.0
17,30.972,0.45,12.0,232.0,10.0,1015.0
17,28.861,0.55,8.0,202.0,10.0,1015.0
17,26.411,0.65,4.0,171.0,10.0,1015.0
19,23.817,0.75,3.0,250.0,11.0,1015.0
